index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,torso_wx,torso_wy,torso_wz
62,1240.002,1787268342246.923,169423524.221,0.000000000,0.000000000,0.000000000,0.000000000
63,1260.006,1787268342266.927,169423544.225,0.000000000,0.000000000,0.000000000,0.000000000
64,1279.993,1787268342286.914,169423564.211,0.000000000,0.000000000,0.000000000,0.000000000
65,1299.996,1787268342306.917,169423584.214,0.000000000,0.000000000,0.000000000,0.000000000
66,1319.998,1787268342326.919,169423604.216,0.000000000,0.000000000,0.000000000,0.000000000
67,1339.994,1787268342346.915,169423624.212,0.000000000,0.000000000,0.000000000,0.000000000
68,1360.002,1787268342366.923,169423644.221,0.000000000,0.000000000,0.000000000,0.000000000
69,1380.012,1787268342386.933,169423664.230,0.000000000,0.000000000,0.000000000,0.000000000
70,1400.001,1787268342406.922,169423684.220,0.000000000,0.000000000,0.000000000,0.000000000
71,1420.007,1787268342426.928,169423704.225,0.000000000,0.000000000,0.000000000,0.000000000
72,1440.008,1787268342446.929,169423724.227,0.000000000,0.000000000,0.000000000,0.000000000
73,1459.994,1787268342466.915,169423744.212,0.000000000,0.000000000,0.000000000,0.000000000
74,1480.004,1787268342486.925,169423764.222,0.000000000,0.000000000,0.000000000,0.000000000
75,1499.993,1787268342506.914,169423784.211,0.000000000,0.000000000,0.000000000,0.000000000
76,1520.009,1787268342526.930,169423804.227,0.000000000,0.000000000,0.000000000,0.000000000
77,1539.998,1787268342546.919,169423824.216,0.000000000,0.000000000,0.000000000,0.000000000
78,1560.000,1787268342566.921,169423844.218,0.000000000,0.000000000,0.000000000,0.000000000
79,1579.992,1787268342586.913,169423864.210,0.000000000,0.000000000,0.000000000,0.000000000
80,1599.994,1787268342606.915,169423884.212,0.000000000,0.000000000,0.000000000,0.000000000
81,1620.001,1787268342626.922,169423904.220,0.000000000,0.000000000,0.000000000,0.000000000
82,1640.003,1787268342646.924,169423924.221,0.000000000,0.000000000,0.000000000,0.000000000
83,1659.991,1787268342666.912,169423944.210,0.000000000,0.000000000,0.000000000,0.000000000
84,1679.995,1787268342686.916,169423964.213,0.000000000,0.000000000,0.000000000,0.000000000
85,1699.997,1787268342706.917,169423984.215,0.000000000,0.000000000,0.000000000,0.000000000
86,1719.990,1787268342726.911,169424004.208,0.000000000,0.000000000,0.000000000,0.000000000
87,1740.015,1787268342746.936,169424024.233,0.000000000,0.000000000,0.000000000,0.000000000
88,1759.998,1787268342766.918,169424044.216,0.000000000,0.000000000,0.000000000,0.000000000
89,1779.991,1787268342786.912,169424064.209,0.000000000,0.000000000,0.000000000,0.000000000
90,1799.995,1787268342806.916,169424084.213,0.000000000,0.000000000,0.000000000,0.000000000
91,1819.994,1787268342826.916,169424104.213,0.000000000,0.000000000,0.000000000,0.000000000
92,1840.005,1787268342846.926,169424124.223,0.000000000,0.000000000,0.000000000,0.000000000
93,1860.008,1787268342866.929,169424144.227,0.000000000,0.000000000,0.000000000,0.000000000
94,1879.998,1787268342886.919,169424164.217,0.000000000,0.000000000,0.000000000,0.000000000
95,1899.992,1787268342906.914,169424184.211,0.000000000,0.000000000,0.000000000,0.000000000
96,1919.995,1787268342926.917,169424204.214,0.000000000,0.000000000,0.000000000,0.000000000
97,1939.991,1787268342946.912,169424224.209,0.000000000,0.000000000,0.000000000,0.000000000
98,1959.999,1787268342966.920,169424244.218,0.000000000,0.000000000,0.000000000,0.000000000
99,1979.998,1787268342986.919,169424264.216,0.000000000,0.000000000,0.000000000,0.000000000
100,2000.000,1787268343006.921,169424284.218,0.000000000,0.000000000,0.000000000,0.000000000
101,2020.084,1787268343027.005,169424304.302,0.000000000,0.000000000,0.000000000,0.000000000
102,2040.004,1787268343046.925,169424324.222,0.000000000,0.000000000,0.000000000,0.000000000
103,2059.997,1787268343066.918,169424344.216,0.000000000,0.000000000,0.000000000,0.000000000
104,2080.005,1787268343086.926,169424364.224,0.000000000,0.000000000,0.000000000,0.000000000
105,2099.999,1787268343106.920,169424384.217,0.000000000,0.000000000,0.000000000,0.000000000
106,2119.990,1787268343126.911,169424404.209,0.000000000,0.000000000,0.000000000,0.000000000
107,2140.003,1787268343146.924,169424424.221,0.000000000,0.000000000,0.000000000,0.000000000
108,2160.004,1787268343166.925,169424444.222,0.000000000,0.000000000,0.000000000,0.000000000
109,2180.002,1787268343186.923,169424464.220,0.000000000,0.000000000,0.000000000,0.000000000
110,2200.001,1787268343206.922,169424484.219,0.000000000,0.000000000,0.000000000,0.000000000
111,2220.141,1787268343227.062,169424504.359,0.000000000,0.000000000,0.000000000,0.000000000
112,2240.004,1787268343246.925,169424524.222,0.000000000,0.000000000,0.000000000,0.000000000
113,2260.003,1787268343266.924,169424544.221,0.000000000,0.000000000,0.000000000,0.000000000
114,2279.992,1787268343286.913,169424564.210,0.000000000,0.000000000,0.000000000,0.000000000
115,2299.991,1787268343306.912,169424584.209,0.000000000,0.000000000,0.000000000,0.000000000
116,2319.993,1787268343326.914,169424604.211,0.000000000,0.000000000,0.000000000,0.000000000
117,2339.994,1787268343346.915,169424624.212,0.000000000,0.000000000,0.000000000,0.000000000
118,2359.992,1787268343366.913,169424644.210,0.000000000,0.000000000,0.000000000,0.000000000
119,2379.996,1787268343386.917,169424664.214,0.000000000,0.000000000,0.000000000,0.000000000
120,2399.991,1787268343406.912,169424684.209,0.000000000,0.000000000,0.000000000,0.000000000
121,2419.990,1787268343426.911,169424704.209,0.000000000,0.000000000,0.000000000,0.000000000
122,2439.996,1787268343446.917,169424724.215,0.000000000,0.000000000,0.000000000,0.000000000
123,2460.005,1787268343466.926,169424744.223,0.000000000,0.000000000,0.000000000,0.000000000
124,2480.001,1787268343486.922,169424764.219,0.000000000,0.000000000,0.000000000,0.000000000
125,2500.002,1787268343506.923,169424784.220,0.000000000,0.000000000,0.000000000,0.000000000
126,2519.992,1787268343526.913,169424804.211,0.000000000,0.000000000,0.000000000,0.000000000
127,2540.001,1787268343546.922,169424824.220,0.000000000,0.000000000,0.000000000,0.000000000
128,2559.997,1787268343566.918,169424844.215,0.000000000,0.000000000,0.000000000,0.000000000
129,2579.991,1787268343586.912,169424864.210,0.000000000,0.000000000,0.000000000,0.000000000
130,2600.001,1787268343606.922,169424884.219,0.000000000,0.000000000,0.000000000,0.000000000
131,2619.996,1787268343626.917,169424904.214,0.000000000,0.000000000,0.000000000,0.000000000
132,2640.004,1787268343646.925,169424924.223,0.000000000,0.000000000,0.000000000,0.000000000
133,2660.001,1787268343666.922,169424944.219,0.000000000,0.000000000,0.000000000,0.000000000
134,2679.993,1787268343686.914,169424964.211,0.000000000,0.000000000,0.000000000,0.000000000
135,2700.006,1787268343706.927,169424984.225,0.000000000,0.000000000,0.000000000,0.000000000
136,2720.000,1787268343726.921,169425004.218,0.000000000,0.000000000,0.000000000,0.000000000
137,2740.003,1787268343746.924,169425024.222,0.000000000,0.000000000,0.000000000,0.000000000
138,2759.994,1787268343766.916,169425044.213,0.000000000,0.000000000,0.000000000,0.000000000
139,2779.993,1787268343786.914,169425064.211,0.000000000,0.000000000,0.000000000,0.000000000
140,2799.998,1787268343806.919,169425084.216,0.000000000,0.000000000,0.000000000,0.000000000
141,2820.004,1787268343826.925,169425104.222,0.000000000,0.000000000,0.000000000,0.000000000
142,2840.000,1787268343846.921,169425124.219,0.000000000,0.000000000,0.000000000,0.000000000
143,2860.000,1787268343866.921,169425144.218,0.000000000,0.000000000,0.000000000,0.000000000
144,2879.992,1787268343886.913,169425164.210,0.000000000,0.000000000,0.000000000,0.000000000
145,2899.996,1787268343906.917,169425184.214,0.000000000,0.000000000,0.000000000,0.000000000
146,2920.007,1787268343926.928,169425204.226,0.000000000,0.000000000,0.000000000,0.000000000
147,2939.992,1787268343946.913,169425224.210,0.000000000,0.000000000,0.000000000,0.000000000
148,2959.999,1787268343966.920,169425244.218,0.000000000,0.000000000,0.000000000,0.000000000
149,2980.005,1787268343986.926,169425264.223,0.000000000,0.000000000,0.000000000,0.000000000
150,2999.995,1787268344006.916,169425284.213,0.000000000,0.000000000,0.000000000,0.000000000
151,3019.997,1787268344026.918,169425304.215,0.000000000,0.000000000,0.000000000,0.000000000
152,3039.997,1787268344046.918,169425324.215,0.000000000,0.000000000,0.000000000,0.000000000
153,3060.000,1787268344066.921,169425344.218,0.000000000,0.000000000,0.000000000,0.000000000
154,3079.990,1787268344086.911,169425364.209,0.000000000,0.000000000,0.000000000,0.000000000
155,3100.100,1787268344107.021,169425384.318,0.000000000,0.000000000,0.000000000,0.000000000
156,3119.997,1787268344126.918,169425404.215,0.000000000,0.000000000,0.000000000,0.000000000
157,3139.997,1787268344146.918,169425424.215,0.000000000,0.000000000,0.000000000,0.000000000
158,3160.003,1787268344166.925,169425444.222,0.000000000,0.000000000,0.000000000,0.000000000
159,3179.989,1787268344186.910,169425464.208,0.000000000,0.000000000,0.000000000,0.000000000
160,3200.003,1787268344206.924,169425484.221,0.000000000,0.000000000,0.000000000,0.000000000
161,3220.005,1787268344226.926,169425504.224,0.000000000,0.000000000,0.000000000,0.000000000
162,3239.997,1787268344246.918,169425524.216,0.000000000,0.000000000,0.000000000,0.000000000
163,3260.004,1787268344266.925,169425544.223,0.000000000,0.000000000,0.000000000,0.000000000
164,3279.998,1787268344286.919,169425564.216,0.000000000,0.000000000,0.000000000,0.000000000
165,3300.003,1787268344306.924,169425584.222,0.000000000,0.000000000,0.000000000,0.000000000
166,3319.995,1787268344326.916,169425604.213,0.000000000,0.000000000,0.000000000,0.000000000
167,3340.006,1787268344346.927,169425624.224,0.000000000,0.000000000,0.000000000,0.000000000
168,3359.993,1787268344366.915,169425644.212,0.000000000,0.000000000,0.000000000,0.000000000
169,3379.990,1787268344386.911,169425664.208,0.000000000,0.000000000,0.000000000,0.000000000
170,3400.002,1787268344406.923,169425684.221,0.000000000,0.000000000,0.000000000,0.000000000
171,3420.001,1787268344426.922,169425704.220,0.000000000,0.000000000,0.000000000,0.000000000
172,3439.999,1787268344446.920,169425724.217,0.000000000,0.000000000,0.000000000,0.000000000
173,3460.009,1787268344466.930,169425744.227,0.000000000,0.000000000,0.000000000,0.000000000
174,3479.996,1787268344486.917,169425764.215,0.000000000,0.000000000,0.000000000,0.000000000
175,3499.999,1787268344506.920,169425784.217,0.000000000,0.000000000,0.000000000,0.000000000
176,3519.997,1787268344526.918,169425804.215,0.000000000,0.000000000,0.000000000,0.000000000
177,3540.005,1787268344546.926,169425824.223,0.000000000,0.000000000,0.000000000,0.000000000
178,3559.994,1787268344566.916,169425844.213,0.000000000,0.000000000,0.000000000,0.000000000
179,3579.992,1787268344586.913,169425864.210,0.000000000,0.000000000,0.000000000,0.000000000
180,3599.999,1787268344606.920,169425884.217,0.000000000,0.000000000,0.000000000,0.000000000
181,3619.998,1787268344626.919,169425904.216,0.000000000,0.000000000,0.000000000,0.000000000
182,3639.998,1787268344646.919,169425924.217,0.000000000,0.000000000,0.000000000,0.000000000
183,3659.990,1787268344666.911,169425944.208,0.000000000,0.000000000,0.000000000,0.000000000
184,3680.002,1787268344686.923,169425964.221,0.000000000,0.000000000,0.000000000,0.000000000
185,3700.003,1787268344706.925,169425984.222,0.000000000,0.000000000,0.000000000,0.000000000
186,3720.000,1787268344726.922,169426004.219,0.000000000,0.000000000,0.000000000,0.000000000
187,3740.003,1787268344746.924,169426024.221,0.000000000,0.000000000,0.000000000,0.000000000
188,3759.995,1787268344766.916,169426044.213,0.000000000,0.000000000,0.000000000,0.000000000
189,3780.003,1787268344786.925,169426064.222,0.000000000,0.000000000,0.000000000,0.000000000
190,3799.991,1787268344806.912,169426084.210,0.000000000,0.000000000,0.000000000,0.000000000
191,3819.997,1787268344826.918,169426104.215,0.000000000,0.000000000,0.000000000,0.000000000
192,3839.995,1787268344846.916,169426124.214,0.000000000,0.000000000,0.000000000,0.000000000
193,3860.004,1787268344866.925,169426144.222,0.000000000,0.000000000,0.000000000,0.000000000
194,3880.004,1787268344886.925,169426164.222,0.000000000,0.000000000,0.000000000,0.000000000
195,3900.002,1787268344906.923,169426184.220,0.000000000,0.000000000,0.000000000,0.000000000
196,3920.004,1787268344926.925,169426204.222,0.000000000,0.000000000,0.000000000,0.000000000
197,3940.002,1787268344946.923,169426224.221,0.000000000,0.000000000,0.000000000,0.000000000
198,3959.995,1787268344966.916,169426244.213,0.000000000,0.000000000,0.000000000,0.000000000
199,3980.000,1787268344986.921,169426264.218,0.000000000,0.000000000,0.000000000,0.000000000
200,3999.994,1787268345006.916,169426284.213,0.000000000,0.000000000,0.000000000,0.000000000
201,4020.003,1787268345026.924,169426304.222,0.000000000,0.000000000,0.000000000,0.000000000
202,4039.998,1787268345046.919,169426324.216,0.000000000,0.000000000,0.000000000,0.000000000
203,4060.002,1787268345066.923,169426344.221,0.000000000,0.000000000,0.000000000,0.000000000
204,4079.990,1787268345086.911,169426364.208,0.000000000,0.000000000,0.000000000,0.000000000
205,4100.005,1787268345106.926,169426384.223,0.000000000,0.000000000,0.000000000,0.000000000
206,4120.000,1787268345126.921,169426404.218,0.000000000,0.000000000,0.000000000,0.000000000
207,4139.994,1787268345146.915,169426424.212,0.000000000,0.000000000,0.000000000,0.000000000
208,4160.004,1787268345166.925,169426444.223,0.000000000,0.000000000,0.000000000,0.000000000
209,4180.001,1787268345186.922,169426464.219,0.000000000,0.000000000,0.000000000,0.000000000
210,4200.001,1787268345206.922,169426484.219,0.000000000,0.000000000,0.000000000,0.000000000
211,4219.993,1787268345226.914,169426504.211,0.000000000,0.000000000,0.000000000,0.000000000
212,4240.003,1787268345246.924,169426524.221,0.000000000,0.000000000,0.000000000,0.000000000
213,4260.006,1787268345266.927,169426544.224,0.000000000,0.000000000,0.000000000,0.000000000
214,4280.003,1787268345286.925,169426564.222,0.000000000,0.000000000,0.000000000,0.000000000
215,4300.001,1787268345306.922,169426584.219,0.000000000,0.000000000,0.000000000,0.000000000
216,4319.993,1787268345326.915,169426604.212,0.000000000,0.000000000,0.000000000,0.000000000
217,4339.991,1787268345346.912,169426624.209,0.000000000,0.000000000,0.000000000,0.000000000
218,4359.997,1787268345366.918,169426644.215,0.000000000,0.000000000,0.000000000,0.000000000
219,4380.004,1787268345386.925,169426664.222,0.000000000,0.000000000,0.000000000,0.000000000
220,4400.001,1787268345406.922,169426684.220,0.000000000,0.000000000,0.000000000,0.000000000
221,4419.991,1787268345426.912,169426704.209,0.000000000,0.000000000,0.000000000,0.000000000
222,4439.996,1787268345446.917,169426724.215,0.000000000,0.000000000,0.000000000,0.000000000
223,4459.995,1787268345466.917,169426744.214,0.000000000,0.000000000,0.000000000,0.000000000
224,4479.997,1787268345486.918,169426764.215,0.000000000,0.000000000,0.000000000,0.000000000
225,4499.988,1787268345506.909,169426784.207,0.000000000,0.000000000,0.000000000,0.000000000
226,4520.000,1787268345526.921,169426804.219,0.000000000,0.000000000,0.000000000,0.000000000
227,4540.002,1787268345546.923,169426824.220,0.000000000,0.000000000,0.000000000,0.000000000
228,4559.999,1787268345566.920,169426844.217,0.000000000,0.000000000,0.000000000,0.000000000
229,4579.998,1787268345586.919,169426864.216,0.000000000,0.000000000,0.000000000,0.000000000
230,4600.000,1787268345606.921,169426884.218,0.000000000,0.000000000,0.000000000,0.000000000
231,4619.993,1787268345626.914,169426904.212,0.000000000,0.000000000,0.000000000,0.000000000
232,4639.995,1787268345646.916,169426924.213,0.000000000,0.000000000,0.000000000,0.000000000
233,4660.004,1787268345666.925,169426944.222,0.000000000,0.000000000,0.000000000,0.000000000
234,4680.000,1787268345686.921,169426964.219,0.000000000,0.000000000,0.000000000,0.000000000
235,4699.991,1787268345706.912,169426984.209,0.000000000,0.000000000,0.000000000,0.000000000
236,4719.998,1787268345726.919,169427004.216,0.000000000,0.000000000,0.000000000,0.000000000
237,4740.124,1787268345747.046,169427024.343,0.000000000,0.000000000,0.000000000,0.000000000
238,4760.000,1787268345766.921,169427044.218,0.000000000,0.000000000,0.000000000,0.000000000
239,4779.996,1787268345786.917,169427064.214,0.000000000,0.000000000,0.000000000,0.000000000
240,4800.001,1787268345806.922,169427084.219,0.000000000,0.000000000,0.000000000,0.000000000
241,4819.998,1787268345826.919,169427104.216,0.000000000,0.000000000,0.000000000,0.000000000
242,4839.991,1787268345846.912,169427124.210,0.000000000,0.000000000,0.000000000,0.000000000
243,4860.008,1787268345866.929,169427144.226,0.000000000,0.000000000,0.000000000,0.000000000
244,4879.994,1787268345886.915,169427164.213,0.000000000,0.000000000,0.000000000,0.000000000
245,4899.998,1787268345906.919,169427184.216,0.000000000,0.000000000,0.000000000,0.000000000
246,4919.990,1787268345926.911,169427204.209,0.000000000,0.000000000,0.000000000,0.000000000
247,4940.002,1787268345946.923,169427224.220,0.000000000,0.000000000,0.000000000,0.000000000
248,4960.003,1787268345966.924,169427244.221,0.000000000,0.000000000,0.000000000,0.000000000
249,4980.003,1787268345986.924,169427264.221,0.000000000,0.000000000,0.000000000,0.000000000
250,4999.999,1787268346006.920,169427284.218,0.000000000,0.000000000,0.000000000,0.000000000
251,5020.057,1787268346026.978,169427304.276,0.000000000,0.000000000,0.000000000,0.000000000
252,5040.001,1787268346046.922,169427324.219,0.000000000,0.000000000,0.000000000,0.000000000
253,5059.992,1787268346066.913,169427344.210,0.000000000,0.000000000,0.000000000,0.000000000
254,5079.992,1787268346086.914,169427364.211,0.000000000,0.000000000,0.000000000,0.000000000
255,5099.995,1787268346106.916,169427384.213,0.000000000,0.000000000,0.000000000,0.000000000
256,5119.993,1787268346126.914,169427404.211,0.000000000,0.000000000,0.000000000,0.000000000
257,5140.001,1787268346146.922,169427424.220,0.000000000,0.000000000,0.000000000,0.000000000
258,5159.998,1787268346166.918,169427444.216,0.000000000,0.000000000,0.000000000,0.000000000
259,5179.998,1787268346186.918,169427464.216,0.000000000,0.000000000,0.000000000,0.000000000
260,5200.000,1787268346206.921,169427484.218,0.000000000,0.000000000,0.000000000,0.000000000
261,5220.005,1787268346226.926,169427504.223,0.000000000,0.000000000,0.000000000,0.000000000
262,5240.001,1787268346246.922,169427524.219,0.000000000,0.000000000,0.000000000,0.000000000
263,5260.002,1787268346266.923,169427544.221,0.000000000,0.000000000,0.000000000,0.000000000
264,5280.013,1787268346286.934,169427564.231,0.000000000,0.000000000,0.000000000,0.000000000
265,5299.991,1787268346306.912,169427584.210,0.000000000,0.000000000,0.000000000,0.000000000
266,5319.995,1787268346326.916,169427604.213,0.000000000,0.000000000,0.000000000,0.000000000
267,5339.995,1787268346346.916,169427624.213,0.000000000,0.000000000,0.000000000,0.000000000
268,5360.002,1787268346366.923,169427644.220,0.000000000,0.000000000,0.000000000,0.000000000
269,5380.000,1787268346386.921,169427664.218,0.000000000,0.000000000,0.000000000,0.000000000
270,5400.004,1787268346406.926,169427684.223,0.000000000,0.000000000,0.000000000,0.000000000
271,5420.004,1787268346426.926,169427704.223,0.000000000,0.000000000,0.000000000,0.000000000
272,5440.002,1787268346446.923,169427724.220,0.000000000,0.000000000,0.000000000,0.000000000
273,5460.020,1787268346466.941,169427744.238,0.000000000,0.000000000,0.000000000,0.000000000
274,5480.004,1787268346486.925,169427764.222,0.000000000,0.000000000,0.000000000,0.000000000
275,5499.994,1787268346506.915,169427784.213,0.000000000,0.000000000,0.000000000,0.000000000
276,5519.992,1787268346526.913,169427804.210,0.000000000,0.000000000,0.000000000,0.000000000
277,5540.069,1787268346546.990,169427824.288,0.000000000,0.000000000,0.000000000,0.000000000
278,5560.002,1787268346566.923,169427844.221,0.000000000,0.000000000,0.000000000,0.000000000
279,5579.991,1787268346586.912,169427864.210,0.000000000,0.000000000,0.000000000,0.000000000
280,5599.994,1787268346606.915,169427884.213,0.000000000,0.000000000,0.000000000,0.000000000
281,5620.010,1787268346626.931,169427904.229,0.000000000,0.000000000,0.000000000,0.000000000
282,5640.005,1787268346646.927,169427924.224,0.000000000,0.000000000,0.000000000,0.000000000
283,5659.997,1787268346666.917,169427944.215,0.000000000,0.000000000,0.000000000,0.000000000
284,5679.992,1787268346686.913,169427964.211,0.000000000,0.000000000,0.000000000,0.000000000
285,5699.995,1787268346706.916,169427984.214,0.000000000,0.000000000,0.000000000,0.000000000
286,5719.996,1787268346726.917,169428004.214,0.000000000,0.000000000,0.000000000,0.000000000
287,5739.999,1787268346746.920,169428024.218,0.000000000,0.000000000,0.000000000,0.000000000
288,5760.017,1787268346766.938,169428044.235,0.000000000,0.000000000,0.000000000,0.000000000
289,5780.006,1787268346786.927,169428064.224,0.000000000,0.000000000,0.000000000,0.000000000
290,5800.003,1787268346806.924,169428084.221,0.000000000,0.000000000,0.000000000,0.000000000
291,5819.994,1787268346826.915,169428104.213,0.000000000,0.000000000,0.000000000,0.000000000
292,5840.005,1787268346846.926,169428124.223,0.000000000,0.000000000,0.000000000,0.000000000
293,5859.991,1787268346866.912,169428144.210,0.000000000,0.000000000,0.000000000,0.000000000
294,5879.999,1787268346886.920,169428164.217,0.000000000,0.000000000,0.000000000,0.000000000
295,5899.996,1787268346906.917,169428184.215,0.000000000,0.000000000,0.000000000,0.000000000
296,5919.997,1787268346926.918,169428204.215,0.000000000,0.000000000,0.000000000,0.000000000
297,5939.994,1787268346946.915,169428224.212,0.000000000,0.000000000,0.000000000,0.000000000
298,5959.997,1787268346966.918,169428244.215,0.000000000,0.000000000,0.000000000,0.000000000
299,5980.001,1787268346986.922,169428264.220,0.000000000,0.000000000,0.000000000,0.000000000
300,5999.989,1787268347006.910,169428284.208,0.000000000,0.000000000,0.000000000,0.000000000
301,6019.989,1787268347026.910,169428304.207,0.000000000,0.000000000,0.000000000,0.000000000
302,6039.991,1787268347046.912,169428324.209,0.000000000,0.000000000,0.000000000,0.000000000
303,6059.991,1787268347066.912,169428344.209,0.000000000,0.000000000,0.000000000,0.000000000
304,6079.995,1787268347086.916,169428364.213,0.000000000,0.000000000,0.000000000,0.000000000
305,6100.013,1787268347106.934,169428384.231,0.000000000,0.000000000,0.000000000,0.000000000
306,6120.003,1787268347126.924,169428404.221,0.000000000,0.000000000,0.000000000,0.000000000
307,6140.014,1787268347146.935,169428424.232,0.000000000,0.000000000,0.000000000,0.000000000
308,6159.992,1787268347166.913,169428444.211,0.000000000,0.000000000,0.000000000,0.000000000
